name,authorUri,publicationUri,title,keywords
"Espinosa, José Antonio",http://ucuenca.edu.ec/resource/author/josé-antonio-espinosa,http://ucuenca.edu.ec/wkhuska/publication/ib-workflow-based-integration,IB (Integrated Business): A Workflow-Based Integration Approach.,"Business Process, Customer Service, Distributed Environment, Information Technology, Integrated Approach, Legacy System, Workflow System"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/multigranular-hierarchical-linguistic-model-for-design-evaluation-based-on-safety-and-cost,A multigranular hierarchical linguistic model for design evaluation based on safety and cost analysis.,"Cost Analysis, Decision Making, Decision Models, Design Evaluation, Engineering System, Evaluation Framework, Linguistic Modeling, Theory of Evidence, Tools and Techniques"
"Jaramillo, Guillermo",http://ucuenca.edu.ec/resource/author/guillermo-jaramillo,http://ucuenca.edu.ec/wkhuska/publication/analysis-of-short-circuit-ring-impact-problem-and-design-of-new-ventilator-for-625kva-using,"Analysis of a short-circuit ring impact problem and design of a new ventilator for a 625kVA generator, using SVL.","Computation Fluid Dynamics, Electrical Machine, Failure Analysis, Finite Element Analysis, finite element analysis fea, Virtual Laboratory, Visual Inspection"
"Abad, Marco",http://ucuenca.edu.ec/resource/author/marco-abad,http://ucuenca.edu.ec/wkhuska/publication/success-factors-for-creating-pmo-aligned-with-the-objectives-and-organizational,"Success factors for creating a PMO aligned with the objectives and organizational strategy""@e","Indicator, Measurements, OPM3, P3M3, PMBOK, PMO maturity models, Portfolio management, Prince2, Program management, Project management office, Project management process"
HIDALGO TRUJILLO SILVANA IVONNE,http://ucuenca.edu.ec/resource/author/silvana-ivonne-hidalgo-trujillo,http://ucuenca.edu.ec/wkhuska/publication/importance-of-tropospheric-volcanic-aerosol-for-indirect-radiative-forcing-of-climate,Importance of tropospheric volcanic aerosol for indirect radiative forcing of climate,"Cloud Droplet Number Concentration, Cloud Radiative Forcing, Present Day, Radiative Forcing"
Gladys Marina Díaz Brito,http://ucuenca.edu.ec/resource/author/gladys-marina-díaz-brito,http://ucuenca.edu.ec/wkhuska/publication/autonomic-networks-and-management-of-dynamic-services-deployment-study-of-approaches-by-using-overlay,Autonomic Networks and Management of Dynamic Services Deployment - A Study of Approaches by Using Overlay Networks.,"Information Model, Overlay Network, Peer To Peer"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/knowledge-based-recommender-system-with-multigranular-linguistic,A Knowledge Based Recommender System with Multigranular Linguistic Information.,"Knowledge Base, recommender system"
"Brito Pauta, Iván",http://ucuenca.edu.ec/resource/author/iván-brito-pauta,http://ucuenca.edu.ec/wkhuska/publication/the-stochastic-weighted-viterbi-frame-work-to-compensate-additive-noise-and-low-bit-rate-coding,The stochastic weighted viterbi algorithm: a frame work to compensate additive noise and low-bit rate coding distortion.,"Additive Noise, viterbi algorithm"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/editorial-scalability-of-evolutionary-algorithms-and-other-metaheuristics-for-large-scale-continuous-optimization,Editorial scalability of evolutionary algorithms and other metaheuristics for large-scale continuous optimization problems.,"Continuous Optimization, Evolutionary Algorithm, Large Scale"
"Medina González, Marco",http://ucuenca.edu.ec/resource/author/marco-medina-gonzález,http://ucuenca.edu.ec/wkhuska/publication/daily-biofilm-control-and-oral-consensus-on-the-epidemiological-challenge-latin-american-advisory,"Daily biofilm control and oral health: Consensus on the epidemiological challenge-Latin American Advisory Panel""@e","Cetylpyridinium, Dental plaque, Gingivitis, Mouthwashes, Oils"
"Ochoa Guerrero, Felipe Andrés",http://ucuenca.edu.ec/resource/author/felipe-andrés-ochoa-guerrero,http://ucuenca.edu.ec/wkhuska/publication/database-selection-for-forensic-voice,Database selection for forensic voice comparison.,Information Exchange
"Mena Carrasco , Claudia Lorena",http://ucuenca.edu.ec/resource/author/claudia-lorena-mena,http://ucuenca.edu.ec/wkhuska/publication/modeling-the-interaction-with,Modeling the Interaction with MoLIC.,"Interaction Model, Semiotic Engineering"
"Fraga Guerrero, David Enrique",http://ucuenca.edu.ec/resource/author/david-enrique-fraga-guerrero,http://ucuenca.edu.ec/wkhuska/publication/improving-reputation-systems-for-wireless-sensor-networks-using-genetic,Improving reputation systems for wireless sensor networks using genetic algorithms.,"Base Station, Cluster Algorithm, Feature Extraction, Genetic Algorithm, Number of Clusters, Reputation System, Sensor Network, Wireless Sensor Network"
"Acosta López, Oscar Alejandro",http://ucuenca.edu.ec/resource/author/oscar-alejandro-acosta-lópez,http://ucuenca.edu.ec/wkhuska/publication/non-parametric-mixed-effect-model-for-population-application-to-disease,A non parametric mixed-effect model for population analysis: Application to Alzheimer's disease data.,"Hypothesis Test, Mixed Effects Model, Smoothing Method, Statistical Analysis, Voxel Based Morphometry"
HIDALGO TRUJILLO SILVANA IVONNE,http://ucuenca.edu.ec/resource/author/silvana-ivonne-hidalgo-trujillo,http://ucuenca.edu.ec/wkhuska/publication/volcanic-eruptions-and-climate,Volcanic eruptions and climate,"Climate Change, Climate Model, Chemical Reaction, Diurnal Cycle, Dynamical Processes, Global Change, Greenhouse Gases, Ice Cores, Little Ice Age, Lower Stratosphere, Northern Hemisphere, Ozone, Residence Time, Solar Radiation, Surface Air Temperature, Temperature Gradient, Ultraviolet, Volcanic Eruption"
"Mendoza Colimba, Sonia Magdalena",http://ucuenca.edu.ec/resource/author/sonia-magdalena-mendoza-colimba,http://ucuenca.edu.ec/wkhuska/publication/flexible-distribution-service-for-co-authoring-environment-on-the,A Flexible Distribution Service for a Co-authoring Environment on the Web.,"Web Documents, Web Technology"
"Chica Padilla, Manuel Alejandro",http://ucuenca.edu.ec/resource/author/manuel-alejandro-chica-padilla,http://ucuenca.edu.ec/wkhuska/publication/new-diversity-induction-mechanism-for-multi-objective-ant-colony-algorithm-to-solve-real-world-time-and-space-assembly-line-balancing,A new diversity induction mechanism for a multi-objective ant colony algorithm to solve a real-world time and space assembly line balancing problem.,"Ant Colony Algorithm, Ant Colony Optimisation, Assembly Line Balancing, Automotive Industry, Cycle Time, multi-objective optimisation, Precedence Constraint"
"Rivera Cadena, Wilson Xavier",http://ucuenca.edu.ec/resource/author/wilson-xavier-rivera-cadena,http://ucuenca.edu.ec/wkhuska/publication/an-efficient-parallel-algorithm-for-solving-unsteady-nonlinear,An Efficient Parallel Algorithm for Solving Unsteady Nonlinear Equations.,"Large-scale Problem, Nonlinear Equation, Overlapping Domain Decomposition, Parallel Algorithm"
HIDALGO TRUJILLO SILVANA IVONNE,http://ucuenca.edu.ec/resource/author/silvana-ivonne-hidalgo-trujillo,http://ucuenca.edu.ec/wkhuska/publication/the-annual-volcanic-gas-input-into-the-atmosphere-in-particular-into-the-global-data-set-for-the-past-100-years,The annual volcanic gas input into the atmosphere in particular into the stratosphere: A global data set for the past 100 years,"Biomass Burning, Gas Separation, High Temperature, Oceanic Islands, Southern Hemisphere, Sulfur Dioxide"
"Lovato Duque, Christian Fernando",http://ucuenca.edu.ec/resource/author/christian-fernando-lovato-duque,http://ucuenca.edu.ec/wkhuska/publication/automatic-segmentation-of-scanned-human-body-using-curve-skeleton,Automatic Segmentation of Scanned Human Body Using Curve Skeleton Analysis.,"3d model, Active Contour, Automatic Segmentation, Data Consistency, Hierarchical Model, Human Body, Structured Light, Whole Body"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/real-coded-memetic-algorithms-with-crossover,Real-Coded Memetic Algorithms with Crossover Hill-Climbing.,"Adaptive Capacity, Genetic Operator, Hill Climbing, Local Search, memetic algorithm, Steady State Genetic Algorithm"
"Sánchez Plasencia, Leticia",http://ucuenca.edu.ec/resource/author/leticia-sánchez-plasencia,http://ucuenca.edu.ec/wkhuska/publication/effective-student-assistance-in-virtual-reality-based-intelligent-tutoring,Effective Student Assistance in Virtual Reality Based Intelligent Tutoring Systems.,"3d virtual environment, Intelligent Tutoring System, Virtual Reality"
"Vanegas S. , Luis",http://ucuenca.edu.ec/resource/author/luis-vanegas-s,http://ucuenca.edu.ec/wkhuska/publication/finite-population-estimation-under-generalized-linear-model,Finite population estimation under generalized linear model assistance.,"Auxiliary Information, Auxiliary Variable, Counting Process, Exponential Family, Finite Population, General Linear Model, Inverse Gaussian Distribution, Linear Model, Monte Carlo Simulation, poisson model, Pseudo Maximum Likelihood, Regression Estimator, Sample Survey, Statistical Properties"
"Reyes Bernal, Pedro José",http://ucuenca.edu.ec/resource/author/pedro-josé-reyes-bernal,http://ucuenca.edu.ec/wkhuska/publication/paleoseismology-and-tectonic-geomorphology-of-the-pallatanga-fault-major-structure-of-the-south-american,"Paleoseismology and tectonic geomorphology of the Pallatanga fault (Central Ecuador), a major structure of the South-American crust""@e","Ecuador, Fault slip rate, Morphotectonics, Paleoearthquake, Pallatanga fault, Seismic hazard"
"Benavides Pérez, David Andrés",http://ucuenca.edu.ec/resource/author/david-andrés-benavides-pérez,http://ucuenca.edu.ec/wkhuska/publication/the-triple-schizophrenia-of-the-software-engineering,The Triple Schizophrenia of the Software Engineering Researcher.,"Action Research, Software Engineering, Teaching and Learning"
"León Ferré, Marjorie",http://ucuenca.edu.ec/resource/author/marjorie-león-ferré,http://ucuenca.edu.ec/wkhuska/publication/spanam-and-machine-translation-at-the-pan-american-health,SPANAM and ENGSPAN: Machine Translation at the Pan American Health Organization.,"Machine Translation, Pan American Health Organization"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/optimizing-the-method-for-building-an-extended-linguistic,Optimizing the Method for Building an Extended Linguistic Hierarchy.,"Computer Model, Computing With Words"
"Córdova B. , Hernán",http://ucuenca.edu.ec/resource/author/hernán-córdova-b,http://ucuenca.edu.ec/wkhuska/publication/fast-bit-removal-greedy-algorithm-for-multiuser-dmt-based,A Fast Bit Removal Greedy Algorithm for Multiuser DMT-Based Systems.,"Algorithm Design, Bit Allocation, Greedy Algorithm, Multi User, Resource Manager"
José Luis Neira Izquierdo,http://ucuenca.edu.ec/resource/author/josé-luis-neira-izquierdo,http://ucuenca.edu.ec/wkhuska/publication/fusing-range-and-intensity-images-for-mobile-robot,Fusing range and intensity images for mobile robot localization.,"Computer Vision, extended kalman filter, Indexing Terms, Location Estimation, Mobile Robot, Mobile Robot Localization, Range Image, Sensor Fusion"
"Oviedo Rueda, Jorge Modesto",http://ucuenca.edu.ec/resource/author/jorge-modesto-oviedo-rueda,http://ucuenca.edu.ec/wkhuska/publication/single-agents-and-the-set-of-many-to-one-stable,Single Agents and the Set of Many-to-One Stable Matchings.,"Journal of Economic Literature, Stable Matching"
"Toledo Toledo, Olga",http://ucuenca.edu.ec/resource/author/olga-toledo-toledo,http://ucuenca.edu.ec/wkhuska/publication/towards-cast-method-for-systematic-generation-of-non-orthogonal-complete,Towards a CAST Method for a Systematic Generation of Non-Orthogonal Complete Transformations.,Receptive Field
"Silva Paredes, Ligia Angélica",http://ucuenca.edu.ec/resource/author/ligia-angélica-silva-paredes,http://ucuenca.edu.ec/wkhuska/publication/combining-different-ways-to-generate-diversity-in-bagging-an-evolutionary,Combining different ways to generate diversity in bagging models: An evolutionary approach.,"Genetic Algorithm, Learning Algorithm, Pattern Classification"
"Díaz Mairongo, Susana Paola",http://ucuenca.edu.ec/resource/author/susana-paola-díaz-mairongo,http://ucuenca.edu.ec/wkhuska/publication/general-results-on-the-decomposition-of-transitive-fuzzy,General results on the decomposition of transitive fuzzy relations.,"Decision Process, Fuzzy Preference Relation, Fuzzy Relation, Triangular Norm"
VASQUEZ MIRANDA PAUL FABRICIO,http://ucuenca.edu.ec/resource/author/paul-fabricio-vasquez-miranda,http://ucuenca.edu.ec/wkhuska/publication/methodology-for-estimating-the-cost-of-energy-not-supplied--ecuadorian,"Methodology for Estimating the Cost of Energy not Supplied -Ecuadorian Case-""@e","CENS, direct methodology, economic losses, interruption costs, planning, productive losses, reliability, VoLL"
"Narváez Díaz, Ximena",http://ucuenca.edu.ec/resource/author/ximena-narváez-díaz,http://ucuenca.edu.ec/wkhuska/publication/metabolic-syndrome-in-the-elderly-living-in-marginal-peri-urban-communities-in,"Metabolic syndrome in the elderly living in marginal peri-urban communities in Quito, Ecuador""@e","C-reactive protein, Ecuador, Elderly, Metabolic syndrome, Micronutrient deficiency"
"Baquero Rivadeneira, Margarita",http://ucuenca.edu.ec/resource/author/margarita-baquero-rivadeneira,http://ucuenca.edu.ec/wkhuska/publication/rain-rate-estimate-algorithm-evaluation-and-rainfall-characterization-in-tropical-environments-using-rain-gauges-and-trmm,"Rain-rate estimate algorithm evaluation and rainfall characterization in tropical environments using 2DVD, rain gauges and TRMM data.","Coastal Process, Drop Size Distribution, Environmental Parameter, Estimation Algorithm, Human Resource, Puerto Rico, Size Distribution, Tropical Storm"
"Franco Bonoso, Leonardo Bladimir",http://ucuenca.edu.ec/resource/author/leonardo-bladimir-franco-bonoso,http://ucuenca.edu.ec/wkhuska/publication/neuronal-population-and-ergodicity-in-the-inferior-temporal-visual,"Neuronal selectivity, population sparseness, and ergodicity in the inferior temporal visual cortex.","Exponential Distribution, Gamma Distribution, Inferior Temporal Visual Cortex"
"Vega Beltrán, Germán Oswaldo",http://ucuenca.edu.ec/resource/author/germán-oswaldo-vega-beltrán,http://ucuenca.edu.ec/wkhuska/publication/evolution-control-in-mde-controlling-model-and-code,Evolution Control in MDE Projects: Controlling Model and Code Co-evolution.,"Domain Specific Language, Levels of Abstraction, Model Driven Engineering, Software Engineering"
"Conci, Aura",http://ucuenca.edu.ec/resource/author/aura-conci,http://ucuenca.edu.ec/wkhuska/publication/bidimensional-data-structure-and-spatial-optimization-for-supermassive-crowd-simulation-on,A bidimensional data structure and spatial optimization for supermassive crowd simulation on GPU.,"Case Study, Crowd Simulation, Data Structure, Graphics Hardware, Real Time, Spatial Data Structure"
María Del Carmen Moncayo Tapia,http://ucuenca.edu.ec/resource/author/maría-del-carmen-moncayo-tapia,http://ucuenca.edu.ec/wkhuska/publication/error-bounds-for-class-of-subdivision-schemes-based-on-the-two-scale-refinement,Error bounds for a class of subdivision schemes based on the two-scale refinement equation.,"Computer Aided Design, Error Analysis, Error Bound, Estimation Error, Stopping Criterion, Subdivision Scheme"
"Parra C, Pablo",http://ucuenca.edu.ec/resource/author/pablo-parra-c,http://ucuenca.edu.ec/wkhuska/publication/preliminary-feasibility-analysis-of-component-based-modelling-and-automatic-java-code-generation-for-nanosatellite-on-board-short,Preliminary feasibility analysis of component based modelling and automatic Java code generation for nanosatellite on-board software: short paper.,"Automatic Code Generation, Case Tool, Code Generation, Executive Control, Feasibility Analysis, Real Time Systems, Software Development, Software Engineering"
"Amaya Pinos, Jorge Braulio",http://ucuenca.edu.ec/resource/author/jorge-braulio-amaya-pinos,http://ucuenca.edu.ec/wkhuska/publication/on-the-stability-of-linear-systems-with-an-exact-constraint,On the stability of linear systems with an exact constraint set.,"Linear Program, Linear System, Nonlinear System, Semi Infinite Programming"
